Question_ID,Prompt_Style,Ground_Truth,Raw_AI_Response
Q10629,Baseline,C,B
Q11524,Baseline,D,D
Q7208,Baseline,C,C
Q9486,Baseline,D,D
Q3326,Baseline,C,C
Q9202,Baseline,D,D
Q488,Baseline,A,A
Q9594,Baseline,D,D
Q5573,Baseline,D,D
Q2088,Baseline,A,A
Q837,Baseline,D,D
Q13714,Baseline,D,D
Q8595,Baseline,C,C
Q1741,Baseline,C,C
Q7665,Baseline,C,C
Q9165,Baseline,A,C
Q8293,Baseline,A,A
Q10969,Baseline,D,A
Q2716,Baseline,D,D
Q12373,Baseline,D,D
Q10837,Baseline,B,D
Q174,Baseline,A,D
Q5710,Baseline,C,C
Q1494,Baseline,D,C
Q8770,Baseline,D,D
Q6559,Baseline,D,C
Q8973,Baseline,C,C
Q12050,Baseline,C,D
Q7518,Baseline,C,C
Q100,Baseline,C,C
Q7203,Baseline,A,A
Q3324,Baseline,D,D
Q10595,Baseline,A,A
Q5108,Baseline,D,D
Q2082,Baseline,B,B
Q12209,Baseline,A,A
Q8765,Baseline,D,D
Q3959,Baseline,A,A
Q2508,Baseline,D,D
Q2184,Baseline,B,B
Q8731,Baseline,B,C
Q3596,Baseline,C,C
Q8723,Baseline,C,B
Q10504,Baseline,B,B
Q2134,Baseline,C,C
Q2803,Baseline,C,C
Q9911,Baseline,B,B
Q5772,Baseline,C,C
Q1327,Baseline,B,D
Q11961,Baseline,A,A
Q10045,Baseline,B,A
Q13096,Baseline,A,D
Q9800,Baseline,C,C
Q2767,Baseline,B,B
Q10710,Baseline,D,D
Q3711,Baseline,D,D
Q2335,Baseline,B,B
Q7991,Baseline,C,C
Q5795,Baseline,B,B
Q10496,Baseline,D,D
Q13428,Baseline,D,D
Q8863,Baseline,D,D
Q1890,Baseline,D,C
Q5385,Baseline,C,C
Q7376,Baseline,B,B
Q11618,Baseline,C,C
Q11598,Baseline,A,A
Q13616,Baseline,B,B
Q12275,Baseline,A,A
Q10476,Baseline,A,A
Q2496,Baseline,D,D
Q6154,Baseline,A,A
Q6015,Baseline,B,B
Q6965,Baseline,C,C
Q6217,Baseline,C,C
Q4090,Baseline,B,B
Q12072,Baseline,A,A
Q9086,Baseline,D,D
Q4107,Baseline,D,A
Q6149,Baseline,C,D
Q4191,Baseline,B,B
Q9435,Baseline,D,D
Q9572,Baseline,C,C
Q4449,Baseline,D,D
Q11798,Baseline,D,D
Q10612,Baseline,B,C
Q11446,Baseline,C,C
Q11086,Baseline,A,A
Q6207,Baseline,C,C
Q8179,Baseline,B,D
Q5816,Baseline,B,B
Q6691,Baseline,C,C
Q032,Baseline,B,B
Q8558,Baseline,D,D
Q9150,Baseline,C,C
Q340,Baseline,C,C
Q3379,Baseline,D,D
Q3990,Baseline,A,A
Q13342,Baseline,D,D
Q9174,Baseline,C,C
Q5640,Baseline,A,A
Q12464,Baseline,A,A
Q11496,Baseline,D,C
Q13725,Baseline,C,C
Q7593,Baseline,A,A
Q2797,Baseline,B,B
Q1023,Baseline,C,C
Q733,Baseline,A,A
Q4442,Baseline,D,D
Q9181,Baseline,C,C
Q103,Baseline,A,A
Q1715,Baseline,D,D
Q12500,Baseline,B,B
Q1040,Baseline,D,D
Q1963,Baseline,A,A
Q8049,Baseline,A,C
Q10126,Baseline,C,C
Q8490,Baseline,B,B
Q10142,Baseline,A,D
Q8087,Baseline,A,A
Q1476,Baseline,A,C
Q7700,Baseline,B,B
Q7235,Baseline,B,A
Q12588,Baseline,C,C
Q13310,Baseline,D,D
Q10213,Baseline,D,D
Q1329,Baseline,D,D
Q10674,Baseline,B,B
Q3317,Baseline,A,A
Q8629,Baseline,C,D
Q2985,Baseline,C,C
Q7402,Baseline,A,A
Q3636,Baseline,B,B
Q8485,Baseline,A,A
Q2488,Baseline,A,B
Q1965,Baseline,A,A
Q2320,Baseline,D,D
Q6187,Baseline,D,D
Q3222,Baseline,D,A
Q1740,Baseline,D,D
Q4673,Baseline,D,D
Q10843,Baseline,A,B
Q10704,Baseline,C,C
Q9215,Baseline,D,B
Q12792,Baseline,D,D
Q13134,Baseline,A,A
Q10779,Baseline,A,B
Q7442,Baseline,D,D
Q4100,Baseline,D,D
Q10006,Baseline,B,A
Q10359,Baseline,C,C
Q812,Baseline,D,D
Q10120,Baseline,A,A
Q13655,Baseline,B,B
Q361,Baseline,D,D
Q7154,Baseline,C,C
Q3155,Baseline,D,D
Q10292,Baseline,C,C
Q182,Baseline,B,B
Q13688,Baseline,C,C
Q8525,Baseline,B,B
Q7821,Baseline,D,D
Q1808,Baseline,C,C
Q7793,Baseline,B,B
Q10578,Baseline,A,A
Q5401,Baseline,D,D
Q1374,Baseline,B,B
Q5873,Baseline,A,A
Q5708,Baseline,C,C
Q3976,Baseline,C,C
Q9376,Baseline,C,C
Q4660,Baseline,D,D
Q1079,Baseline,D,D
Q9346,Baseline,B,B
Q5419,Baseline,C,C
Q10221,Baseline,D,D
Q13516,Baseline,B,B
Q4195,Baseline,A,B
Q5021,Baseline,D,D
Q1254,Baseline,A,A
Q1226,Baseline,D,D
Q2338,Baseline,C,C
Q11763,Baseline,D,A
Q2610,Baseline,B,B
Q9533,Baseline,C,C
Q6835,Baseline,C,C
Q12382,Baseline,D,D
Q3088,Baseline,B,B
Q10010,Baseline,A,A
Q13918,Baseline,A,A
Q6577,Baseline,D,D
Q6527,Baseline,C,C
Q2772,Baseline,D,D
Q3195,Baseline,C,A
Q3577,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q9995,Structured,D,"```json
{
  ""answer"": ""B""
}
```"
Q6051,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q7802,Structured,A,"```json
{
  ""answer"": ""B""
}
```"
Q4862,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q3888,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q2026,Structured,D,"```json
{
  ""answer"": ""C""
}
```"
Q13462,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q4354,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q609,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q2895,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q4227,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q773,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q7062,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q8406,Structured,D,"```json
{
  ""answer"": ""A""
}
```"
Q9151,Structured,B,"{""answer"": ""D""}"
Q9934,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q9279,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q1108,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q2123,Structured,A,"{""answer"": ""A""}"
Q10339,Structured,D,"```json
{
""answer"": ""D""
}
```"
Q12367,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q12781,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q1685,Structured,B,"{""answer"": ""B""}"
Q8886,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q3821,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q10402,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q12644,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q2520,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q12497,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q6265,Structured,A,"```json
{
  ""answer"": ""B""
}
```"
Q6821,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q8891,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q3801,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q8118,Structured,A,"{""answer"": ""A""}"
Q10465,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q2418,Structured,B,"{""answer"": ""B""}"
Q1684,Structured,A,"```json
{
  ""answer"": ""C""
}
```"
Q4476,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q3529,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q6947,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q1651,Structured,A,"```json
{
  ""answer"": ""B""
}
```"
Q6342,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q13477,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q11880,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q1587,Structured,A,"{""answer"": ""A""}"
Q3805,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q1490,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q8881,Structured,A,"```json
{
  ""answer"": ""B""
}
```"
Q9140,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q2663,Structured,B,"```json
{
""answer"": ""B""
}
```"
Q1517,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q1724,Structured,B,"```json
{
  ""answer"": ""C""
}
```"
Q13065,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q8210,Structured,A,"```json
{
  ""answer"": ""B""
}
```"
Q736,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q1563,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q10597,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q4924,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q4251,Structured,D,"{""answer"": ""D""}"
Q8929,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q12800,Structured,B,"```json
{
  ""answer"": ""D""
}
```"
Q625,Structured,C,"```json
{
  ""answer"": ""A""
}
```"
Q7448,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q5715,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q8754,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q11156,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q169,Structured,D,"```json
{
  ""answer"": ""C""
}
```"
Q9894,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q4919,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q3590,Structured,B,"```json
{
  ""answer"": ""A""
}
```"
Q6473,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q6127,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q9378,Structured,D,"```json
{
  ""answer"": ""C""
}
```"
Q2145,Structured,A,"{""answer"": ""A""}"
Q4702,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q1483,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q12158,Structured,B,"```json
{
  ""answer"": ""D""
}
```"
Q2586,Structured,A,"```json
{
  ""answer"": ""C""
}
```"
Q9905,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q4915,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q9221,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q13640,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q12531,Structured,C,"```json
{
  ""answer"": ""D""
}
```"
Q2827,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q10039,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q4808,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q11183,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q9865,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q13643,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q1618,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q11174,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q3370,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q5903,Structured,A,"```json
{
  ""answer"": ""D""
}
```"
Q12710,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q354,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q13601,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q13987,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q9126,Structured,D,"{""answer"": ""B""}"
Q2486,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q978,Structured,B,"```json
{
  ""answer"": ""C""
}
```"
Q1112,Structured,D,"```json
{
  ""answer"": ""A""
}
```"
Q11076,Structured,C,"```json
{
  ""answer"": ""B""
}
```"
Q3681,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q4861,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q8484,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q3356,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q10992,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q11503,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q015,Structured,C,"{""answer"": ""C""}"
Q13586,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q1945,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q8458,Structured,B,"```json
{
  ""answer"": ""D""
}
```"
Q8244,Structured,B,"```json
{
  ""answer"": ""D""
}
```"
Q4116,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q12630,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q5119,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q9240,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q7848,Structured,D,"{""answer"": ""D""}"
Q3692,Structured,A,"```json
{
  ""answer"": ""B""
}
```"
Q13184,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q3996,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q12062,Structured,A,"```json
{
  ""answer"": ""B""
}
```"
Q13844,Structured,B,"```json
{
  ""answer"": ""D""
}
```"
Q13529,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q8310,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q10219,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q328,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q13576,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q4966,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q5505,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q3419,Structured,D,"```json
{
  ""answer"": ""C""
}
```"
Q400,Structured,D,"```json
{
  ""answer"": ""A""
}
```"
Q5287,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q2237,Structured,A,"{""answer"": ""A""}"
Q8409,Structured,B,"```json
{
  ""answer"": ""A""
}
```"
Q4591,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q3342,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q2022,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q709,Structured,B,"```json
{
  ""answer"": ""A""
}
```"
Q5016,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q4478,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q13265,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q5077,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q8904,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q5598,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q9871,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q7965,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q12627,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q6743,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q737,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q6760,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q8392,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q6857,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q7525,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q11493,Structured,D,"{""answer"": ""A""}"
Q9564,Structured,D,"{""answer"": ""D""}"
Q5512,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q7701,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q3046,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q13598,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q13785,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q10055,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q12042,Structured,C,"{""answer"": ""C""}"
Q9234,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q5175,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q9390,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q4193,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q7022,Structured,B,"{""answer"": ""B""}"
Q9229,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q13889,Structured,C,"{""answer"": ""C""}"
Q4641,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q291,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q7566,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q10980,Structured,C,"```json
{
  ""answer"": ""A""
}
```"
Q2778,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q8448,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q4990,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q4992,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q4827,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q7504,Structured,B,"```json
{
""answer"": ""B""
}
```"
Q3882,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q8728,Structured,A,"```json
{
  ""answer"": ""B""
}
```"
Q4642,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q2309,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q8270,Structured,B,"```json
{
  ""answer"": ""A""
}
```"
Q1035,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q2151,Structured,D,"{""answer"": ""D""}"
Q6046,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q1581,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q8882,Structured,A,"```json
{
  ""answer"": ""C""
}
```"
Q11018,Structured,C,"```json
{
  ""answer"": ""D""
}
```"
Q13513,Structured,A,"```json
{
  ""answer"": ""D""
}
```"
Q8143,Structured,D,"```json
{
  ""answer"": ""C""
}
```"
Q9802,Structured,D,"```json
{
  ""answer"": ""C""
}
```"
Q8873,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q2629,Structured,B,"{""answer"": ""B""}"
Q6085,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q7464,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q11389,Structured,B,"```json
{
  ""answer"": ""A""
}
```"
Q12011,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q9456,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q3129,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q4111,Structured,D,"```json
{
  ""answer"": ""A""
}
```"
Q9330,Structured,C,"{""answer"": ""C""}"
Q6476,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q10629,Structured,C,"```json
{
  ""answer"": ""B""
}
```"
Q11524,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q7208,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q9486,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q3326,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q9202,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q488,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q9594,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q5573,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q2088,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q837,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q13714,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q8595,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q1741,Structured,C,"{""answer"": ""C""}"
Q7665,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q9165,Structured,A,"```json
{
  ""answer"": ""D""
}
```"
Q8293,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q10969,Structured,D,"```json
{
  ""answer"": ""A""
}
```"
Q2716,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q12373,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q10837,Structured,B,"{""answer"": ""D""}"
Q174,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q5710,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q1494,Structured,D,"```json
{
  ""answer"": ""A""
}
```"
Q8770,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q6559,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q8973,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q12050,Structured,C,"```json
{
  ""answer"": ""D""
}
```"
Q7518,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q100,Structured,C,"```json
{
  ""answer"": ""B""
}
```"
Q7203,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q3324,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q10595,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q5108,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q2082,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q12209,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q8765,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q3959,Structured,A,"```json
{
  ""answer"": ""A""
}
```"
Q2508,Structured,D,"```json
{
  ""answer"": ""D""
}
```"
Q2184,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q8731,Structured,B,"```json
{
  ""answer"": ""C""
}
```"
Q3596,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q8723,Structured,C,"{""answer"": ""A""}"
Q10504,Structured,B,"```json
{
  ""answer"": ""B""
}
```"
Q2134,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
Q2803,Structured,C,"```json
{
  ""answer"": ""C""
}
```"
